Country,Related JobCategory,Level1,Level2,projects,percent
Tunisia,33,Networking & Information Systems,Other - Networking & Information Systems,27,0.0041589649
Tunisia,34,Writing & Translation,Technical Writing,79,0.0121688232
Tunisia,35,Writing & Translation,Website Content,154,0.0237215034
Tunisia,37,Writing & Translation,Blog & Article Writing,288,0.0443622921
Tunisia,38,Writing & Translation,Copywriting,21,0.0032347505
Tunisia,39,Writing & Translation,Other - Writing & Translation,134,0.0206407887
Tunisia,40,Administrative Support,Data Entry,275,0.0423598275
Tunisia,41,Administrative Support,Personal Assistant,81,0.0124768946
Tunisia,42,Administrative Support,Web Research,132,0.0203327172
Tunisia,43,Administrative Support,Email Response Handling,9,0.0013863216
Tunisia,46,Administrative Support,Other - Administrative Support,85,0.0130930376
Tunisia,47,Design & Multimedia,Graphic Design,370,0.0569932224
Tunisia,48,Design & Multimedia,Logo Design,207,0.0318853974
Tunisia,49,Design & Multimedia,Illustration,30,0.0046210721
Tunisia,50,Design & Multimedia,Print Design,27,0.0041589649
Tunisia,51,Design & Multimedia,3D Modeling & CAD,75,0.0115526802
Tunisia,53,Design & Multimedia,Audio Production,27,0.0041589649
Tunisia,54,Design & Multimedia,Video Production,136,0.0209488601
Tunisia,55,Design & Multimedia,Voice Talent,1,0.0001540357
Tunisia,56,Design & Multimedia,Animation,56,0.0086260012
Tunisia,57,Design & Multimedia,Other - Design & Multimedia,94,0.0144793592
Tunisia,58,Writing & Translation,Translation,423,0.0651571165
Tunisia,59,Networking & Information Systems,ERP / CRM Implementation,3,0.0004621072
Tunisia,60,Design & Multimedia,Presentations,29,0.0044670364
Tunisia,61,Design & Multimedia,Engineering & Technical Design,11,0.0016943931
Tunisia,62,Writing & Translation,Creative Writing,33,0.0050831793
Tunisia,63,Administrative Support,Transcription,52,0.0080098583
Tunisia,64,Customer Service,Customer Service & Support,72,0.011090573
Tunisia,65,Customer Service,Technical Support,23,0.0035428219
Tunisia,66,Customer Service,Phone Support,5,0.0007701787
Tunisia,67,Customer Service,Other - Customer Service,18,0.0027726433
Tunisia,68,Sales & Marketing,Advertising,61,0.0093961799
Tunisia,69,Sales & Marketing,Email Marketing,44,0.0067775724
Tunisia,70,Sales & Marketing,SEM - Search Engine Marketing,23,0.0035428219
Tunisia,71,Sales & Marketing,SMM - Social Media Marketing,81,0.0124768946
Tunisia,72,Sales & Marketing,PR - Public Relations,5,0.0007701787
Tunisia,73,Sales & Marketing,Telemarketing & Telesales,25,0.0038508934
Tunisia,74,Sales & Marketing,Market Research & Surveys,16,0.0024645718
Tunisia,75,Sales & Marketing,Sales & Lead Generation,56,0.0086260012
Tunisia,76,Sales & Marketing,Other - Sales & Marketing,194,0.0298829328
Tunisia,77,Business Services,Accounting,1,0.0001540357
Tunisia,78,Business Services,HR / Payroll,3,0.0004621072
Tunisia,79,Business Services,Financial Services & Planning,2,0.0003080715
Tunisia,81,Business Services,Legal,3,0.0004621072
Tunisia,82,Business Services,Project Management,65,0.0100123229
Tunisia,83,Business Services,Business Consulting,3,0.0004621072
Tunisia,84,Business Services,Recruiting,6,0.0009242144
Tunisia,85,Business Services,Statistical Analysis,11,0.0016943931
Tunisia,86,Business Services,Other - Business Services,43,0.0066235367
Tunisia,87,Customer Service,Order Processing,26,0.0040049291
Tunisia,88,Sales & Marketing,SEO - Search Engine Optimization,100,0.0154035736
Tunisia,89,Sales & Marketing,Business Plans & Marketing Strategy,6,0.0009242144
Tunisia,90,Business Services,Bookkeeping,2,0.0003080715
Turkey,8,Web Development,Web Design,113,0.0635188308
Turkey,9,Web Development,Web Programming,395,0.222034851
Turkey,11,Web Development,Ecommerce,8,0.0044969084
Turkey,13,Web Development,UI Design,7,0.0039347948
Turkey,15,Web Development,Website QA,4,0.0022484542
Turkey,16,Web Development,Website Project Management,10,0.0056211355
Turkey,17,Web Development,Other - Web Development,60,0.0337268128
Turkey,18,Software Development,Desktop Applications,39,0.0219224283
Turkey,19,Software Development,Client-Server Applications,2,0.0011242271
Turkey,20,Software Development,Game Development,6,0.0033726813
Turkey,21,Software Development,Scripts & Utilities,53,0.029792018
Turkey,22,Software Development,Software Plug-ins,18,0.0101180438
Turkey,23,Software Development,Mobile Apps,26,0.0146149522
Turkey,24,Software Development,Application Interface Design,4,0.0022484542
Turkey,25,Software Development,Software Project Management,10,0.0056211355
Turkey,26,Software Development,Software QA,3,0.0016863406
Turkey,28,Software Development,Other - Software Development,68,0.0382237212
Turkey,29,Networking & Information Systems,Network Administration,4,0.0022484542
Turkey,31,Networking & Information Systems,DBA - Database Administration,1,0.0005621135
Turkey,32,Networking & Information Systems,Server Administration,5,0.0028105677
Turkey,33,Networking & Information Systems,Other - Networking & Information Systems,5,0.0028105677
Turkey,34,Writing & Translation,Technical Writing,12,0.0067453626
Turkey,35,Writing & Translation,Website Content,52,0.0292299044
Turkey,37,Writing & Translation,Blog & Article Writing,68,0.0382237212
Turkey,38,Writing & Translation,Copywriting,3,0.0016863406
Turkey,39,Writing & Translation,Other - Writing & Translation,38,0.0213603148
Turkey,40,Administrative Support,Data Entry,27,0.0151770658
Turkey,41,Administrative Support,Personal Assistant,8,0.0044969084
Turkey,42,Administrative Support,Web Research,69,0.0387858347
Turkey,43,Administrative Support,Email Response Handling,2,0.0011242271
Turkey,46,Administrative Support,Other - Administrative Support,25,0.0140528387
Turkey,47,Design & Multimedia,Graphic Design,48,0.0269814503
Turkey,48,Design & Multimedia,Logo Design,16,0.0089938168
Turkey,49,Design & Multimedia,Illustration,13,0.0073074761
Turkey,50,Design & Multimedia,Print Design,23,0.0129286116
Turkey,51,Design & Multimedia,3D Modeling & CAD,64,0.035975267
Turkey,53,Design & Multimedia,Audio Production,19,0.0106801574
Turkey,54,Design & Multimedia,Video Production,33,0.018549747
Turkey,55,Design & Multimedia,Voice Talent,5,0.0028105677
Turkey,56,Design & Multimedia,Animation,8,0.0044969084
Turkey,57,Design & Multimedia,Other - Design & Multimedia,20,0.0112422709
Turkey,58,Writing & Translation,Translation,221,0.1242270939
Turkey,60,Design & Multimedia,Presentations,4,0.0022484542
Turkey,61,Design & Multimedia,Engineering & Technical Design,20,0.0112422709
Turkey,62,Writing & Translation,Creative Writing,14,0.0078695897
Turkey,63,Administrative Support,Transcription,5,0.0028105677
Turkey,64,Customer Service,Customer Service & Support,8,0.0044969084
Turkey,65,Customer Service,Technical Support,4,0.0022484542
Turkey,66,Customer Service,Phone Support,1,0.0005621135
Turkey,67,Customer Service,Other - Customer Service,2,0.0011242271
Turkey,68,Sales & Marketing,Advertising,2,0.0011242271
Turkey,69,Sales & Marketing,Email Marketing,3,0.0016863406
Turkey,70,Sales & Marketing,SEM - Search Engine Marketing,1,0.0005621135
Turkey,71,Sales & Marketing,SMM - Social Media Marketing,4,0.0022484542
Turkey,72,Sales & Marketing,PR - Public Relations,1,0.0005621135
Turkey,73,Sales & Marketing,Telemarketing & Telesales,2,0.0011242271
Turkey,74,Sales & Marketing,Market Research & Surveys,12,0.0067453626
Turkey,75,Sales & Marketing,Sales & Lead Generation,8,0.0044969084
Turkey,76,Sales & Marketing,Other - Sales & Marketing,20,0.0112422709
Turkey,77,Business Services,Accounting,2,0.0011242271
Turkey,79,Business Services,Financial Services & Planning,1,0.0005621135
Turkey,81,Business Services,Legal,2,0.0011242271
Turkey,82,Business Services,Project Management,6,0.0033726813
Turkey,83,Business Services,Business Consulting,5,0.0028105677
Turkey,84,Business Services,Recruiting,3,0.0016863406
Turkey,85,Business Services,Statistical Analysis,2,0.0011242271
Turkey,86,Business Services,Other - Business Services,12,0.0067453626
Turkey,87,Customer Service,Order Processing,7,0.0039347948
Turkey,88,Sales & Marketing,SEO - Search Engine Optimization,5,0.0028105677
Turkey,89,Sales & Marketing,Business Plans & Marketing Strategy,5,0.0028105677
Turkmenistan,8,Web Development,Web Design,1,0.1111111111
Turkmenistan,9,Web Development,Web Programming,5,0.5555555556
Turkmenistan,18,Software Development,Desktop Applications,1,0.1111111111
Turkmenistan,23,Software Development,Mobile Apps,1,0.1111111111
Turkmenistan,73,Sales & Marketing,Telemarketing & Telesales,1,0.1111111111
Turks and Caicos Islands,17,Web Development,Other - Web Development,3,0.6
Turks and Caicos Islands,46,Administrative Support,Other - Administrative Support,1,0.2
Turks and Caicos Islands,57,Design & Multimedia,Other - Design & Multimedia,1,0.2
Tuvalu,8,Web Development,Web Design,1,0.1666666667
Tuvalu,9,Web Development,Web Programming,2,0.3333333333
Tuvalu,11,Web Development,Ecommerce,1,0.1666666667
Tuvalu,17,Web Development,Other - Web Development,1,0.1666666667
Tuvalu,18,Software Development,Desktop Applications,1,0.1666666667
Uganda,8,Web Development,Web Design,17,0.0358649789
Uganda,9,Web Development,Web Programming,12,0.0253164557
Uganda,11,Web Development,Ecommerce,3,0.0063291139
Uganda,15,Web Development,Website QA,1,0.0021097046
Uganda,16,Web Development,Website Project Management,1,0.0021097046
Uganda,17,Web Development,Other - Web Development,8,0.0168776371
Uganda,18,Software Development,Desktop Applications,15,0.0316455696
Uganda,19,Software Development,Client-Server Applications,3,0.0063291139
Uganda,21,Software Development,Scripts & Utilities,6,0.0126582278
Uganda,23,Software Development,Mobile Apps,2,0.0042194093
Uganda,25,Software Development,Software Project Management,5,0.0105485232
Uganda,27,Software Development,VOIP,2,0.0042194093
Uganda,28,Software Development,Other - Software Development,13,0.0274261603
Uganda,29,Networking & Information Systems,Network Administration,5,0.0105485232
Uganda,31,Networking & Information Systems,DBA - Database Administration,8,0.0168776371
Uganda,33,Networking & Information Systems,Other - Networking & Information Systems,1,0.0021097046
Uganda,34,Writing & Translation,Technical Writing,4,0.0084388186
Uganda,35,Writing & Translation,Website Content,22,0.0464135021
Uganda,37,Writing & Translation,Blog & Article Writing,82,0.1729957806
Uganda,38,Writing & Translation,Copywriting,2,0.0042194093
Uganda,39,Writing & Translation,Other - Writing & Translation,24,0.0506329114
Uganda,40,Administrative Support,Data Entry,30,0.0632911392
Uganda,41,Administrative Support,Personal Assistant,8,0.0168776371
Uganda,42,Administrative Support,Web Research,69,0.1455696203
Uganda,43,Administrative Support,Email Response Handling,2,0.0042194093
Uganda,46,Administrative Support,Other - Administrative Support,18,0.0379746835
Uganda,47,Design & Multimedia,Graphic Design,4,0.0084388186
Uganda,51,Design & Multimedia,3D Modeling & CAD,1,0.0021097046
Uganda,57,Design & Multimedia,Other - Design & Multimedia,2,0.0042194093
Uganda,58,Writing & Translation,Translation,1,0.0021097046
Uganda,62,Writing & Translation,Creative Writing,8,0.0168776371
Uganda,63,Administrative Support,Transcription,4,0.0084388186
Uganda,64,Customer Service,Customer Service & Support,6,0.0126582278
Uganda,65,Customer Service,Technical Support,6,0.0126582278
Uganda,66,Customer Service,Phone Support,1,0.0021097046
Uganda,67,Customer Service,Other - Customer Service,1,0.0021097046
Uganda,68,Sales & Marketing,Advertising,2,0.0042194093
Uganda,69,Sales & Marketing,Email Marketing,13,0.0274261603
Uganda,71,Sales & Marketing,SMM - Social Media Marketing,1,0.0021097046
Uganda,72,Sales & Marketing,PR - Public Relations,2,0.0042194093
Uganda,73,Sales & Marketing,Telemarketing & Telesales,5,0.0105485232
Uganda,74,Sales & Marketing,Market Research & Surveys,3,0.0063291139
Uganda,75,Sales & Marketing,Sales & Lead Generation,12,0.0253164557
Uganda,76,Sales & Marketing,Other - Sales & Marketing,8,0.0168776371
Uganda,78,Business Services,HR / Payroll,1,0.0021097046
Uganda,82,Business Services,Project Management,3,0.0063291139
Uganda,83,Business Services,Business Consulting,4,0.0084388186
Uganda,84,Business Services,Recruiting,6,0.0126582278
Uganda,85,Business Services,Statistical Analysis,1,0.0021097046
Uganda,86,Business Services,Other - Business Services,8,0.0168776371
Uganda,88,Sales & Marketing,SEO - Search Engine Optimization,5,0.0105485232
Uganda,89,Sales & Marketing,Business Plans & Marketing Strategy,1,0.0021097046
Ukraine,8,Web Development,Web Design,4022,0.1050541988
Ukraine,9,Web Development,Web Programming,14564,0.3804100823
Ukraine,11,Web Development,Ecommerce,673,0.0175786862
Ukraine,12,Web Development,Streaming Media,17,0.0004440381
Ukraine,13,Web Development,UI Design,353,0.0092203213
Ukraine,15,Web Development,Website QA,339,0.0088546428
Ukraine,16,Web Development,Website Project Management,146,0.003813504
Ukraine,17,Web Development,Other - Web Development,891,0.0232728223
Ukraine,18,Software Development,Desktop Applications,1719,0.0449000914
Ukraine,19,Software Development,Client-Server Applications,135,0.0035261852
Ukraine,20,Software Development,Game Development,281,0.0073396892
Ukraine,21,Software Development,Scripts & Utilities,794,0.0207391929
Ukraine,22,Software Development,Software Plug-ins,213,0.0055635366
Ukraine,23,Software Development,Mobile Apps,1918,0.0500979496
Ukraine,24,Software Development,Application Interface Design,160,0.0041791824
Ukraine,25,Software Development,Software Project Management,187,0.0048844195
Ukraine,26,Software Development,Software QA,188,0.0049105394
Ukraine,27,Software Development,VOIP,60,0.0015671934
Ukraine,28,Software Development,Other - Software Development,1417,0.0370118846
Ukraine,29,Networking & Information Systems,Network Administration,231,0.0060336947
Ukraine,30,Networking & Information Systems,Firewalls & Security,10,0.0002611989
Ukraine,31,Networking & Information Systems,DBA - Database Administration,152,0.0039702233
Ukraine,32,Networking & Information Systems,Server Administration,784,0.020477994
Ukraine,33,Networking & Information Systems,Other - Networking & Information Systems,137,0.003578425
Ukraine,34,Writing & Translation,Technical Writing,77,0.0020112316
Ukraine,35,Writing & Translation,Website Content,158,0.0041269427
Ukraine,37,Writing & Translation,Blog & Article Writing,307,0.0080188063
Ukraine,38,Writing & Translation,Copywriting,84,0.0021940708
Ukraine,39,Writing & Translation,Other - Writing & Translation,155,0.004048583
Ukraine,40,Administrative Support,Data Entry,241,0.0062948936
Ukraine,41,Administrative Support,Personal Assistant,125,0.0032649863
Ukraine,42,Administrative Support,Web Research,161,0.0042053023
Ukraine,43,Administrative Support,Email Response Handling,12,0.0003134387
Ukraine,46,Administrative Support,Other - Administrative Support,133,0.0034739454
Ukraine,47,Design & Multimedia,Graphic Design,2605,0.0680423142
Ukraine,48,Design & Multimedia,Logo Design,739,0.0193025989
Ukraine,49,Design & Multimedia,Illustration,297,0.0077576074
Ukraine,50,Design & Multimedia,Print Design,261,0.0068172914
Ukraine,51,Design & Multimedia,3D Modeling & CAD,462,0.0120673893
Ukraine,53,Design & Multimedia,Audio Production,96,0.0025075095
Ukraine,54,Design & Multimedia,Video Production,246,0.006425493
Ukraine,55,Design & Multimedia,Voice Talent,9,0.000235079
Ukraine,56,Design & Multimedia,Animation,438,0.0114405119
Ukraine,57,Design & Multimedia,Other - Design & Multimedia,468,0.0122241087
Ukraine,58,Writing & Translation,Translation,546,0.0142614601
Ukraine,59,Networking & Information Systems,ERP / CRM Implementation,6,0.0001567193
Ukraine,60,Design & Multimedia,Presentations,75,0.0019589918
Ukraine,61,Design & Multimedia,Engineering & Technical Design,24,0.0006268774
Ukraine,62,Writing & Translation,Creative Writing,39,0.0010186757
Ukraine,63,Administrative Support,Transcription,28,0.0007313569
Ukraine,64,Customer Service,Customer Service & Support,63,0.0016455531
Ukraine,65,Customer Service,Technical Support,54,0.0014104741
Ukraine,66,Customer Service,Phone Support,15,0.0003917984
Ukraine,67,Customer Service,Other - Customer Service,27,0.000705237
Ukraine,68,Sales & Marketing,Advertising,45,0.0011753951
Ukraine,69,Sales & Marketing,Email Marketing,21,0.0005485177
Ukraine,70,Sales & Marketing,SEM - Search Engine Marketing,37,0.0009664359
Ukraine,71,Sales & Marketing,SMM - Social Media Marketing,53,0.0013843542
Ukraine,72,Sales & Marketing,PR - Public Relations,6,0.0001567193
Ukraine,73,Sales & Marketing,Telemarketing & Telesales,39,0.0010186757
Ukraine,74,Sales & Marketing,Market Research & Surveys,35,0.0009141962
Ukraine,75,Sales & Marketing,Sales & Lead Generation,58,0.0015149536
Ukraine,76,Sales & Marketing,Other - Sales & Marketing,61,0.0015933133
Ukraine,77,Business Services,Accounting,1,2.61198902964608E-005
Ukraine,78,Business Services,HR / Payroll,4,0.0001044796
Ukraine,79,Business Services,Financial Services & Planning,4,0.0001044796
Ukraine,80,Business Services,Payment Processing,13,0.0003395586
Ukraine,82,Business Services,Project Management,40,0.0010447956
Ukraine,83,Business Services,Business Consulting,12,0.0003134387
Ukraine,84,Business Services,Recruiting,13,0.0003395586
Ukraine,85,Business Services,Statistical Analysis,25,0.0006529973
Ukraine,86,Business Services,Other - Business Services,61,0.0015933133
Ukraine,87,Customer Service,Order Processing,9,0.000235079
Ukraine,88,Sales & Marketing,SEO - Search Engine Optimization,262,0.0068434113
Ukraine,89,Sales & Marketing,Business Plans & Marketing Strategy,15,0.0003917984
Ukraine,90,Business Services,Bookkeeping,1,2.61198902964608E-005
United Arab Emirates,8,Web Development,Web Design,192,0.0584830947
United Arab Emirates,9,Web Development,Web Programming,331,0.1008224185
United Arab Emirates,11,Web Development,Ecommerce,18,0.0054827901
United Arab Emirates,13,Web Development,UI Design,9,0.0027413951
United Arab Emirates,15,Web Development,Website QA,24,0.0073103868
United Arab Emirates,16,Web Development,Website Project Management,13,0.0039597929
United Arab Emirates,17,Web Development,Other - Web Development,62,0.018885166
United Arab Emirates,18,Software Development,Desktop Applications,117,0.0356381359
United Arab Emirates,19,Software Development,Client-Server Applications,5,0.0015229973
United Arab Emirates,20,Software Development,Game Development,5,0.0015229973
United Arab Emirates,21,Software Development,Scripts & Utilities,14,0.0042643923
United Arab Emirates,22,Software Development,Software Plug-ins,3,0.0009137984
United Arab Emirates,23,Software Development,Mobile Apps,79,0.0240633567
United Arab Emirates,24,Software Development,Application Interface Design,4,0.0012183978
United Arab Emirates,25,Software Development,Software Project Management,49,0.0149253731
United Arab Emirates,26,Software Development,Software QA,27,0.0082241852
United Arab Emirates,27,Software Development,VOIP,3,0.0009137984
United Arab Emirates,28,Software Development,Other - Software Development,107,0.0325921413
United Arab Emirates,29,Networking & Information Systems,Network Administration,17,0.0051781907
United Arab Emirates,30,Networking & Information Systems,Firewalls & Security,1,0.0003045995
United Arab Emirates,31,Networking & Information Systems,DBA - Database Administration,11,0.003350594
United Arab Emirates,32,Networking & Information Systems,Server Administration,44,0.0134023759
United Arab Emirates,33,Networking & Information Systems,Other - Networking & Information Systems,6,0.0018275967
United Arab Emirates,34,Writing & Translation,Technical Writing,30,0.0091379836
United Arab Emirates,35,Writing & Translation,Website Content,59,0.0179713677
United Arab Emirates,37,Writing & Translation,Blog & Article Writing,245,0.0746268657
United Arab Emirates,38,Writing & Translation,Copywriting,58,0.0176667682
United Arab Emirates,39,Writing & Translation,Other - Writing & Translation,64,0.0194943649
United Arab Emirates,40,Administrative Support,Data Entry,263,0.0801096558
United Arab Emirates,41,Administrative Support,Personal Assistant,86,0.0261955528
United Arab Emirates,42,Administrative Support,Web Research,187,0.0569600975
United Arab Emirates,43,Administrative Support,Email Response Handling,9,0.0027413951
United Arab Emirates,46,Administrative Support,Other - Administrative Support,121,0.0368565337
United Arab Emirates,47,Design & Multimedia,Graphic Design,88,0.0268047518
United Arab Emirates,48,Design & Multimedia,Logo Design,58,0.0176667682
United Arab Emirates,49,Design & Multimedia,Illustration,13,0.0039597929
United Arab Emirates,50,Design & Multimedia,Print Design,8,0.0024367956
United Arab Emirates,51,Design & Multimedia,3D Modeling & CAD,32,0.0097471825
United Arab Emirates,53,Design & Multimedia,Audio Production,20,0.006091989
United Arab Emirates,54,Design & Multimedia,Video Production,29,0.0088333841
United Arab Emirates,56,Design & Multimedia,Animation,17,0.0051781907
United Arab Emirates,57,Design & Multimedia,Other - Design & Multimedia,23,0.0070057874
United Arab Emirates,58,Writing & Translation,Translation,31,0.009442583
United Arab Emirates,60,Design & Multimedia,Presentations,11,0.003350594
United Arab Emirates,61,Design & Multimedia,Engineering & Technical Design,9,0.0027413951
United Arab Emirates,62,Writing & Translation,Creative Writing,33,0.0100517819
United Arab Emirates,63,Administrative Support,Transcription,21,0.0063965885
United Arab Emirates,64,Customer Service,Customer Service & Support,25,0.0076149863
United Arab Emirates,65,Customer Service,Technical Support,18,0.0054827901
United Arab Emirates,67,Customer Service,Other - Customer Service,19,0.0057873896
United Arab Emirates,68,Sales & Marketing,Advertising,10,0.0030459945
United Arab Emirates,69,Sales & Marketing,Email Marketing,13,0.0039597929
United Arab Emirates,70,Sales & Marketing,SEM - Search Engine Marketing,33,0.0100517819
United Arab Emirates,71,Sales & Marketing,SMM - Social Media Marketing,51,0.015534572
United Arab Emirates,72,Sales & Marketing,PR - Public Relations,2,0.0006091989
United Arab Emirates,73,Sales & Marketing,Telemarketing & Telesales,9,0.0027413951
United Arab Emirates,74,Sales & Marketing,Market Research & Surveys,23,0.0070057874
United Arab Emirates,75,Sales & Marketing,Sales & Lead Generation,18,0.0054827901
United Arab Emirates,76,Sales & Marketing,Other - Sales & Marketing,77,0.0234541578
United Arab Emirates,77,Business Services,Accounting,9,0.0027413951
United Arab Emirates,78,Business Services,HR / Payroll,2,0.0006091989
United Arab Emirates,79,Business Services,Financial Services & Planning,5,0.0015229973
United Arab Emirates,81,Business Services,Legal,7,0.0021321962
United Arab Emirates,82,Business Services,Project Management,22,0.0067011879
United Arab Emirates,83,Business Services,Business Consulting,11,0.003350594
United Arab Emirates,84,Business Services,Recruiting,21,0.0063965885
United Arab Emirates,85,Business Services,Statistical Analysis,21,0.0063965885
United Arab Emirates,86,Business Services,Other - Business Services,40,0.0121839781
United Arab Emirates,87,Customer Service,Order Processing,4,0.0012183978
United Arab Emirates,88,Sales & Marketing,SEO - Search Engine Optimization,162,0.0493451112
United Arab Emirates,89,Sales & Marketing,Business Plans & Marketing Strategy,12,0.0036551934
United Arab Emirates,90,Business Services,Bookkeeping,3,0.0009137984
United Kingdom,8,Web Development,Web Design,1786,0.0784985935
United Kingdom,9,Web Development,Web Programming,2545,0.1118582982
United Kingdom,11,Web Development,Ecommerce,216,0.0094936709
United Kingdom,12,Web Development,Streaming Media,1,4.39521800281294E-005
United Kingdom,13,Web Development,UI Design,117,0.0051424051
United Kingdom,15,Web Development,Website QA,78,0.00342827
United Kingdom,16,Web Development,Website Project Management,107,0.0047028833
United Kingdom,17,Web Development,Other - Web Development,404,0.0177566807
United Kingdom,18,Software Development,Desktop Applications,388,0.0170534459
United Kingdom,19,Software Development,Client-Server Applications,25,0.0010988045
United Kingdom,20,Software Development,Game Development,59,0.0025931786
United Kingdom,21,Software Development,Scripts & Utilities,212,0.0093178622
United Kingdom,22,Software Development,Software Plug-ins,49,0.0021536568
United Kingdom,23,Software Development,Mobile Apps,205,0.0090101969
United Kingdom,24,Software Development,Application Interface Design,21,0.0009229958
United Kingdom,25,Software Development,Software Project Management,121,0.0053182138
United Kingdom,26,Software Development,Software QA,56,0.0024613221
United Kingdom,27,Software Development,VOIP,13,0.0005713783
United Kingdom,28,Software Development,Other - Software Development,428,0.0188115331
United Kingdom,29,Networking & Information Systems,Network Administration,76,0.0033403657
United Kingdom,30,Networking & Information Systems,Firewalls & Security,2,8.79043600562588E-005
United Kingdom,31,Networking & Information Systems,DBA - Database Administration,78,0.00342827
United Kingdom,32,Networking & Information Systems,Server Administration,171,0.0075158228
United Kingdom,33,Networking & Information Systems,Other - Networking & Information Systems,53,0.0023294655
United Kingdom,34,Writing & Translation,Technical Writing,499,0.0219321378
United Kingdom,35,Writing & Translation,Website Content,1484,0.0652250352
United Kingdom,37,Writing & Translation,Blog & Article Writing,3402,0.1495253165
United Kingdom,38,Writing & Translation,Copywriting,397,0.0174490155
United Kingdom,39,Writing & Translation,Other - Writing & Translation,694,0.0305028129
United Kingdom,40,Administrative Support,Data Entry,549,0.0241297468
United Kingdom,41,Administrative Support,Personal Assistant,304,0.0133614627
United Kingdom,42,Administrative Support,Web Research,348,0.0152953586
United Kingdom,43,Administrative Support,Email Response Handling,26,0.0011427567
United Kingdom,46,Administrative Support,Other - Administrative Support,836,0.0367440225
United Kingdom,47,Design & Multimedia,Graphic Design,1048,0.0460618847
United Kingdom,48,Design & Multimedia,Logo Design,412,0.0181082982
United Kingdom,49,Design & Multimedia,Illustration,162,0.0071202532
United Kingdom,50,Design & Multimedia,Print Design,131,0.0057577356
United Kingdom,51,Design & Multimedia,3D Modeling & CAD,173,0.0076037271
United Kingdom,53,Design & Multimedia,Audio Production,156,0.0068565401
United Kingdom,54,Design & Multimedia,Video Production,314,0.0138009845
United Kingdom,55,Design & Multimedia,Voice Talent,124,0.0054500703
United Kingdom,56,Design & Multimedia,Animation,138,0.0060654008
United Kingdom,57,Design & Multimedia,Other - Design & Multimedia,223,0.0098013361
United Kingdom,58,Writing & Translation,Translation,608,0.0267229255
United Kingdom,59,Networking & Information Systems,ERP / CRM Implementation,3,0.0001318565
United Kingdom,60,Design & Multimedia,Presentations,54,0.0023734177
United Kingdom,61,Design & Multimedia,Engineering & Technical Design,28,0.001230661
United Kingdom,62,Writing & Translation,Creative Writing,640,0.0281293952
United Kingdom,63,Administrative Support,Transcription,263,0.0115594233
United Kingdom,64,Customer Service,Customer Service & Support,207,0.0090981013
United Kingdom,65,Customer Service,Technical Support,64,0.0028129395
United Kingdom,66,Customer Service,Phone Support,21,0.0009229958
United Kingdom,67,Customer Service,Other - Customer Service,52,0.0022855134
United Kingdom,68,Sales & Marketing,Advertising,101,0.0044391702
United Kingdom,69,Sales & Marketing,Email Marketing,74,0.0032524613
United Kingdom,70,Sales & Marketing,SEM - Search Engine Marketing,134,0.0058895921
United Kingdom,71,Sales & Marketing,SMM - Social Media Marketing,181,0.0079553446
United Kingdom,72,Sales & Marketing,PR - Public Relations,45,0.0019778481
United Kingdom,73,Sales & Marketing,Telemarketing & Telesales,45,0.0019778481
United Kingdom,74,Sales & Marketing,Market Research & Surveys,66,0.0029008439
United Kingdom,75,Sales & Marketing,Sales & Lead Generation,250,0.010988045
United Kingdom,76,Sales & Marketing,Other - Sales & Marketing,199,0.0087464838
United Kingdom,77,Business Services,Accounting,34,0.0014943741
United Kingdom,78,Business Services,HR / Payroll,5,0.0002197609
United Kingdom,79,Business Services,Financial Services & Planning,19,0.0008350914
United Kingdom,80,Business Services,Payment Processing,2,8.79043600562588E-005
United Kingdom,81,Business Services,Legal,18,0.0007911392
United Kingdom,82,Business Services,Project Management,64,0.0028129395
United Kingdom,83,Business Services,Business Consulting,46,0.0020218003
United Kingdom,84,Business Services,Recruiting,37,0.0016262307
United Kingdom,85,Business Services,Statistical Analysis,61,0.002681083
United Kingdom,86,Business Services,Other - Business Services,159,0.0069883966
United Kingdom,87,Customer Service,Order Processing,35,0.0015383263
United Kingdom,88,Sales & Marketing,SEO - Search Engine Optimization,461,0.020261955
United Kingdom,89,Sales & Marketing,Business Plans & Marketing Strategy,89,0.003911744
United Kingdom,90,Business Services,Bookkeeping,24,0.0010548523
United States,8,Web Development,Web Design,8039,0.0486136728
United States,9,Web Development,Web Programming,10852,0.0656245276
United States,11,Web Development,Ecommerce,1085,0.0065612433
United States,12,Web Development,Streaming Media,19,0.0001148973
United States,13,Web Development,UI Design,393,0.0023765609
United States,15,Web Development,Website QA,445,0.0026910168
United States,16,Web Development,Website Project Management,793,0.0047954525
United States,17,Web Development,Other - Web Development,2077,0.0125600943
United States,18,Software Development,Desktop Applications,1758,0.0106310283
United States,19,Software Development,Client-Server Applications,191,0.0011550207
United States,20,Software Development,Game Development,250,0.0015118072
United States,21,Software Development,Scripts & Utilities,886,0.0053578448
United States,22,Software Development,Software Plug-ins,136,0.0008224231
United States,23,Software Development,Mobile Apps,1023,0.0061863151
United States,24,Software Development,Application Interface Design,197,0.0011913041
United States,25,Software Development,Software Project Management,719,0.0043479575
United States,26,Software Development,Software QA,360,0.0021770024
United States,27,Software Development,VOIP,98,0.0005926284
United States,28,Software Development,Other - Software Development,2544,0.0153841502
United States,29,Networking & Information Systems,Network Administration,533,0.003223173
